ID,OBO ID,Label,ParentIRI,Definition,definition ref,Namespace,Class Type,Exact Synonym,DbXref
GAZ:00000915,GAZ:00000915,Togo,GAZ:00000457,"A country in West Africa bordering Ghana in the west, Benin in the east and Burkina Faso in the north. In the south, it has a short Gulf of Guinea coast, on which the capital Lome is located.",url:http://en.wikipedia.org/wiki/Togo,gaz,subclass,,wikidata:Q945
GAZ:00006916,GAZ:00006916,Tonga,GAZ:07000070,An island nation in the Pacific Ocean.,url:http://en.wikipedia.org/wiki/Tonga,gaz,subclass,,wikidata:Q678
GAZ:00003767,GAZ:00003767,Trinidad and Tobago,GAZ:07000070,"An archipelagic state in the southern Caribbean, lying northeast of the South American nation of Venezuela and south of Grenada in the Lesser Antilles. It also shares maritime boundaries with Barbados to the northeast and Guyana to the southeast. The country covers an area of 5,128 km2and consists of two main islands, Trinidad and Tobago, and 21 smaller islands.",url:http://en.wikipedia.org/wiki/Trinidad_and_Tobago,gaz,subclass,,wikidata:Q754
GAZ:00000562,GAZ:00000562,Tunisia,GAZ:00000457,"A country situated on the Mediterranean coast of North Africa. It is bordered by Algeria to the west and Libya to the southeast. Tunisia is subdivided into 24 governorates, divided into 262 ""delegations"" or ""districts"" (mutamadiyat), and further subdivided into municipalities (shaykhats).",url:http://en.wikipedia.org/wiki/Tunisia,gaz,subclass,,wikidata:Q948
GAZ:00000558,GAZ:00000558,Turkey,GAZ:00000464,"A Eurasian country that stretches across the Anatolian peninsula in western Asia and Thrace (Rumelia) in the Balkan region of southeastern Europe. Turkey borders eight countries: Bulgaria to the northwest; Greece to the west, Georgia to the northeast; Armenia, Azerbaijan (the exclave of Nakhichevan), and Iran to the east; and Iraq and Syria to the southeast. The Mediterranean Sea and Cyprus are to the south; the Aegean Sea and Archipelago are to the west; and the Black Sea is to the north. Separating Anatolia and Thrace are the Sea of Marmara and the Turkish Straits (the Bosporus and the Dardanelles), which are commonly reckoned to delineate the border between Asia and Europe, thereby making Turkey transcontinental. The territory of Turkey is subdivided into 81 provinces for administrative purposes. The provinces are organized into 7 regions for census purposes; however, they do not represent an administrative structure. Each province is divided into districts, for a total of 923 districts.",url:http://en.wikipedia.org/wiki/Turkey,gaz,subclass,,wikidata:Q43
GAZ:00005018,GAZ:00005018,Turkmenistan,GAZ:00000465,"A country in Central Asia. It is bordered by Afghanistan to the southeast, Iran to the southwest, Uzbekistan to the northeast, Kazakhstan to the northwest, and the Caspian Sea to the west. It was a constituent republic of the Soviet Union, the Turkmen Soviet Socialist Republic. Turkmenistan is divided into five provinces or welayatlar (singular - welayat) and one independent city.",url:http://en.wikipedia.org/wiki/Turkmenistan,gaz,subclass,,wikidata:Q874
GAZ:00009715,GAZ:00009715,Tuvalu,GAZ:07000070,A Polynesian island nation located in the Pacific Ocean midway between Hawaii and Australia.,url:http://en.wikipedia.org/wiki/Tuvalu_Islands,gaz,subclass,,wikidata:Q672
GAZ:00001102,GAZ:00001102,Uganda,GAZ:00000457,"A landlocked country in East Africa, bordered on the east by Kenya, the north by Sudan, on the west by the Democratic Republic of the Congo, on the southwest by Rwanda, and on the south by Tanzania. The southern part of the country includes a substantial portion of Lake Victoria, within which it shares borders with Kenya and Tanzania. Uganda is divided into 80 districts, spread across four administrative regions: Northern, Eastern, Central and Western. The districts are subdivided into counties.",url:http://en.wikipedia.org/wiki/Uganda,gaz,subclass,,wikidata:Q1036
GAZ:00002724,GAZ:00002724,Ukraine,GAZ:00000464,"A country in Eastern Europe. It borders Russia to the east, Belarus to the north, Poland, Slovakia and Hungary to the west, Romania and Moldova to the southwest, and the Black Sea and Sea of Azov to the south. Ukraine is subdivided into twenty-four oblasts (provinces) and one autonomous republic (avtonomna respublika), Crimea. Additionally, the cities of Kiev, the capital, and Sevastopol, both have a special legal status. The 24 oblasts and Crimea are subdivided into 490 raions (districts), or second-level administrative units.",url:http://en.wikipedia.org/wiki/Ukraine,gaz,subclass,,wikidata:Q212
GAZ:00005282,GAZ:00005282,United Arab Emirates,GAZ:00000465,"A Middle Eastern federation of seven states situated in the southeast of the Arabian Peninsula in Southwest Asia on the Persian Gulf, bordering Oman and Saudi Arabia. The seven states, termed emirates, are Abu Dhabi, Ajman, Dubai, Fujairah, Ras al-Khaimah, Sharjah, and Umm al-Quwain.",url:http://en.wikipedia.org/wiki/United_Arab_Emirates,gaz,subclass,,wikidata:Q878
GAZ:00002637,GAZ:00002637,United Kingdom,GAZ:00000464,"A sovereign island country located off the northwestern coast of mainland Europe comprising of the four constituent countries; England, Scotland, Wales and Northern Ireland. It comprises the island of Great Britain, the northeast part of the island of Ireland and many small islands. Apart from Northern Ireland the UK is surrounded by the Atlantic Ocean, the North Sea, the English Channel and the Irish Sea. The largest island, Great Britain, is linked to France by the Channel Tunnel.",url:http://en.wikipedia.org/wiki/United_kingdom,gaz,subclass,,wikidata:Q145
GAZ:00002459,GAZ:00002459,United States of America,GAZ:00000458,"A federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, DC, the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The State of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait, and the State of Hawaii is in the mid-Pacific. The United States also possesses several territories, or insular areas, that are scattered around the Caribbean and Pacific. The states are divided into smaller administrative regions, called counties in most states, exceptions being Alaska (parts of the state are organized into subdivisions called boroughs; the rest of the state's territory that is not included in any borough is divided into ""census areas""), and Louisiana (which is divided into county-equivalents that are called parishes). There are also independent cities which are within particular states but not part of any particular county or consolidated city-counties. Another type of organization is where the city and county are unified and function as an independent city. There are thirty-nine independent cities in Virginia and other independent cities or city-counties are San Francisco, California, Baltimore, Maryland, St. Louis, Missouri, Denver, Colorado and Carson City, Nevada. Counties can include a number of cities, towns, villages, or hamlets, or sometimes just a part of a city. Counties have varying degrees of political and legal significance, but they are always administrative divisions of the state. Counties in many states are further subdivided into townships, which, by definition, are administrative divisions of a county. In some states, such as Michigan, a township can file a charter with the state government, making itself into a ""charter township"", which is a type of mixed municipal and township status (giving the township some of the rights of a city without all of the responsibilities), much in the way a metropolitan municipality is a mixed municipality and county.",url:http://en.wikipedia.org/wiki/Usa,gaz,subclass,,wikidata:Q30
GAZ:00002930,GAZ:00002930,Uruguay,GAZ:00000459,"A country located in the southeastern part of South America. It is bordered by Brazil to the north, by Argentina across the bank of both the Uruguay River to the west and the estuary of Rio de la Plata to the southwest, and the South Atlantic Ocean to the southeast. Uraguay consists of 19 departments (departamentos, singular - departamento).",url:http://en.wikipedia.org/wiki/Uraguay,gaz,subclass,,wikidata:Q77
GAZ:00004979,GAZ:00004979,Uzbekistan,GAZ:00000465,"A doubly landlocked country in Central Asia, formerly part of the Soviet Union. It shares borders with Kazakhstan to the west and to the north, Kyrgyzstan and Tajikistan to the east, and Afghanistan and Turkmenistan to the south. Uzbekistan is divided into twelve provinces (viloyatlar) one autonomous republic (respublika and one independent city (shahar).",url:http://en.wikipedia.org/wiki/Uzbekistan,gaz,subclass,,wikidata:Q265
GAZ:00006918,GAZ:00006918,Vanuatu,GAZ:07000070,An island nation located in the South Pacific Ocean.,url:http://en.wikipedia.org/wiki/Vanuatu,gaz,subclass,,wikidata:Q686
GAZ:00003103,GAZ:00003103,Vatican City,GAZ:00000464,A landlocked sovereign city-state whose territory consists of a walled enclave within the City of Rome. It includes extraterritorial buildings and property in Rome and elsewhere it Italy.,url:http://en.wikipedia.org/wiki/Vatican_City,gaz,subclass,The Holy See,wikidata:Q237
GAZ:00002931,GAZ:00002931,Venezuela,GAZ:00000459,"A country on the northern coast of South America. The country comprises a continental mainland and numerous islands located off the Venezuelan coastline in the Caribbean Sea. The Bolivarian Republic of Venezuela possesses borders with Guyana to the east, Brazil to the south, and Colombia to the west. Trinidad and Tobago, Grenada, St. Lucia, Barbados, Curacao, Bonaire, Aruba, Saint Vincent and the Grenadines and the Leeward Antilles lie just north, off the Venezuelan coast. Venezuela is divided into twenty-three states (Estados), a capital district (distrito capital) corresponding to the city of Caracas, the Federal Dependencies (Dependencias Federales, a special territory), and Guayana Esequiba (claimed in a border dispute with Guyana). Venezuela is further subdivided into 335 municipalities (municipios); these are subdivided into over one thousand parishes (parroquias).",url:http://en.wikipedia.org/wiki/Venezuela,gaz,subclass,,wikidata:Q717
GAZ:00003756,GAZ:00003756,Vietnam,GAZ:00000465,"The easternmost country on the Indochina Peninsula in Southeast Asia. It borders the Gulf of Thailand, Gulf of Tonkin, and South China Sea, alongside China, Laos, and Cambodia.",url:http://en.wikipedia.org/wiki/Vietnam,gaz,subclass,Viet Nam,wikidata:Q881
GAZ:00002640,GAZ:00002640,Wales,GAZ:00002637,"One of the four constituent countries of the United Kingdom of Great Britain and Northern Ireland. It is located in the south-west of the island of Great Britain and is bordered by England to the east, the Bristol Channel (Mor Hafren) to the south and the Irish Sea (Mor Iwerddon) to the west and north, and also by the estuary of the River Dee (Afon Dyfrdwy) in the north-east. Wales is divided into 22 unitary authorities. There are nine counties, three cities, and ten county boroughs, although all have equal powers. Collectively these are known as the principal areas of Wales. They came into being on 1996-04-01.",url:http://en.wikipedia.org/wiki/Wales,,,,
GAZ:00005284,GAZ:00005284,Yemen,GAZ:00000465,"A country located on the Arabian Peninsula in Southwest Asia. Yemen is bordered by Saudi Arabia to the North, the Red Sea to the West, the Arabian Sea and Gulf of Aden to the South, and Oman to the east. Yemen's territory includes over 200 islands, the largest of which is Socotra, about 415 km to the south of Yemen, off the coast of Somalia. As of 2004-02, Yemen is divided into twenty governorates (muhafazah) and one municipality. The population of each governorate is listed in the table below. The governorates of Yemen are divided into 333 districts (muderiah). The districts are subdivided into 2,210 sub-districts, and then into 38,284 villages (as of 2001).",url:http://en.wikipedia.org/wiki/Yemen,gaz,subclass,,wikidata:Q805
GAZ:00001107,GAZ:00001107,Zambia,GAZ:00000457,"A landlocked country in Southern Africa. The neighbouring countries are the Democratic Republic of the Congo to the north, Tanzania to the north-east, Malawi to the east, Mozambique, Zimbabwe, Botswana, and Namibia to the south, and Angola to the west. The capital city is Lusaka. Zambia is divided into nine provinces. Each province is subdivided into several districts with a total of 73 districts.",url:http://en.wikipedia.org/wiki/Zambia,gaz,subclass,,wikidata:Q953
GAZ:00001106,GAZ:00001106,Zimbabwe,GAZ:00000457,"A landlocked country in the southern part of the continent of Africa, between the Zambezi and Limpopo rivers. It is bordered by South Africa to the south, Botswana to the southwest, Zambia to the northwest, and Mozambique to the east. Zimbabwe is divided into eight provinces and two cities with provincial status. The provinces are subdivided into 59 districts and 1,200 municipalities.",url:http://en.wikipedia.org/wiki/Zimbabwe,gaz,subclass,,wikidata:Q954
GAZ:00000458,GAZ:00000458,North America,GAZ:00000448,A continent in the Northern Hemisphere and almost entirely within the Western Hemisphere.,url:https://en.wikipedia.org/wiki/North_America,gaz,subclass,,wikidata:Q49
GAZ:00000459,GAZ:00000459,South America,GAZ:00000448,"A continent of the Americas, situated entirely in the Western Hemisphere and mostly in the Southern Hemisphere, with about a quarter in the Northern Hemisphere. It is bordered on the west by the Pacific Ocean and on the north and east by the Atlantic Ocean. North America and the Caribbean Sea lie to the northwest.",url:http://en.wikipedia.org/wiki/South_america,gaz,subclass,,wikidata:Q18
